Text,Sentiment
My KIK - gion886 #kik #kikhorny #teens #talk #nsfw #kidschoiceawards2015 #hotfmnoaidilforariana :( http://t.co/YbOKUQDWyE,-1
"@Thaque883 nothing much, he just needs to grow up :)",1
"When your bff's extremely stressed and you can't do anything but pray... 

:(",-1
@LlivingDead91 damn :( hope u feel better soon,-1
as the title says :D http://t.co/WhTPt07UaY,1
"Congratulations @amisharanka95, you're the winner to our #CheesyDelights contest :)
Please DM us your address and contact number!",1
@serhatahmet You are very welcome. I hope you have a lovely day also :) Kia@VAUK,1
@magicbricks Answering super sonically Fast :) Would love to win with you for the very first time ;) #GOHF,1
"Yes na! As sholong reject my proposal :( ""@elzzika: Gee U don fly go gidi? ""@Gatlinho: The way i'm being pampered in this lagos ehn....""""",-1
@clarelea101 Deal. I'm great with kids :),1
@ODIHQ oh no !! It wasnt a lunch talk? I thought it started at 1pm :(,-1
"@lyndaannew @chimichangauk I msged them and they said 3~5 days for a response, im sticking to chiquitos from now on :) xx",1
@RupintaABC11 @ABC11_WTVD Noooo not Friday! I work all weekend :(,-1
"Its been 1 year now, Since he texted me this... I miss everything. But now, I know he will never be with me again :( http://t.co/lzr8hSb0Q5",-1
I'm sorry I didn't see this tweet :( 2 Points x https://t.co/N6HMgKfoR1,-1
@JackButton35560 the subserver is down :(,-1
We like to keep students busy with practicing and using English in proactive environment. :),1
@JacobAndrade33 @MillerKaapke can we all be gay together at least. Don't leave me out alone :(,-1
@Morrisons one of the little 50p cheese pizzas! I grated some more cheese on top so all is well but that one was looking a little sparse :(,-1
@TinyKyrus So youre not gonna guess whats inside my box? :(((,-1
I don't wanna go home just bring the English food over here and I'll gladly stay here :((,-1
i really can't fall back asleep :(,-1
@iviecrystal nawwwe hang in there love :( yes yes chikka ug kita rata soonest! :* mwamwa,-1
mom + :) = horror movie,1
"some girl came up to me and was like ""you are so beautiful :-("" I want to dieididieieiei she's so cute",-1
"@WforWoman  #WSaleLove Ocean without water, Vehicles without petrol n diesel , n me with my empty wardrobe :(",-1
NBA 2K15 MyPark – The Chronicles of Gryph: Volume 3 http://t.co/120nsFCS8b ← Click Aqui :D http://t.co/soMkoKRGIa,1
@WatchThatAnime @DigiWorks78 @eckoxsoldier its bullshit :(,-1
Laguna again.  :) see you,1
@Chandlermofo I like u :),1
"so upset I'm not going in november man, I hope there's going to be a next time in the UK :(",-1
"#ouch slip disc is sore today
bring on thw swimming and chutes :)",1
"@RohitBJP @DrShobha i request those media Persons covering ""Rally"" please rotate their camera just once. :)",1
@imcherrycblls i can't find kam's twitter and i wanna greet her a happy birthday :( help meeee please 😁,-1
Nams is just enjoying man :(,-1
@KimKardashian @KendallJenner @KylieJenner @khloekardashian @kourtneykardash Cool..... congrats Kylie!!  U all look so nice    :-),1
Friday!:) http://t.co/HUoq4txhmb,1
@NASA nuf with the teasing already - show us the aliens now - everyday we seem to get closer to seeing our alien cousins :-),1
"In other news, I'm just 34 miles from hitting my monthly mileage target, with a week to go yet :-)",1
@zara_arsalan thnks progrmr :-),1
@mistytewest Happy to save the day :) Hope you enjoyed your meal Sam!,1
Beautiful front view of La Concordia College visited and reunited with my friend xxxibmchll :)… https://t.co/icDEqKNMP6,1
@_bushraaaaaa So tell me how it is that Whitey and his culture rules the world? :),1
@omggminho LOL 4-5 DAYS YES KASLKDJA IT WAS MY FINALS WEEK :-(,-1
:( I went to bed way too late,-1
@liamsmurs @ollyofficial thank you very very much it means everything even if I know he will never follow me back :),1
GUYS add my KIK : taknottem477 #kik #kikgirl #skype #booty #nudes #mpoints #oralsex :( http://t.co/EGpLP1eGr9,-1
Happy Birthday to the amazingly talanted @mitchgrassi Hope this year brings you happiness and success because you deserve it all. Cheers :),1
@ellierowexo no I'm annoyed :(,-1
@RK1610IsMe Hai Rajeev..hope u r hvng a funfilled friday.It ws realy amazing to c diff side of Kabir.Fell in luv with u again :) A smile pls,1
"Flying panda at Airforce City, Clark Field Pampanga Hot Air Balloon Festival!:) http://t.co/oi7X2seSGi #retweet #cute #hotairballoon",1
@RichyCee93 £20 deposit to secure one :),1
"Unreal training boys!
Awesome work Zaine, Zac and Isaac! :)
Oss! http://t.co/jisayDDWve",1
Good morning :) I hope Friday is off to a great start for you! x,1
@machado_man4 @TashaShukla @CloydRivers and freedom to hangout with whoever you want to!!!!!!!!! :),1
@MariaMoreroa #happy friday whn is u birthday all u younger sisters :D:)),1
@JayMcGuiness happy birthday again! And please come back to singapore :-( 😿💓💓💕😚😚😚😚😚❤️❤️❤️❤️❤️ http://t.co/5LIiqJqpBt,-1
@magicbricks will be coming tomorrow team ;) Count me in :) #GOHF,1
@novocainecolby completely dodged the explanation opportunity because you have no explanation. Thanks for proving my point. Grow up :-)),1
@sequins_ why????? i find it cute anyways :-(,-1
@mayusushita @dildeewana_ @sonalp2591 @deepti_ahmd @armansushita8 Thanks Guys :),1
GUYS add my KIK : abouty797 #kik #kiksex #interracial #tagsforlikes #kikme #travel #kikmenow :( http://t.co/fZ4Zc928qA,-1
Sooooooooooo tired :(,-1
@TayfurMarshall @mrytrzi oldies but goodies :( http://t.co/nzQmWYMw2b,-1
@Si_kKo I'm a big boy who can make his own decisions :),1
eric &amp; i made up and he still didn't tell me he loved me :-( fake ass,-1
"@ansriram they key word here is ""annual"". Haven't read anyone writing about that :)",1
@akocjermy19  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
@CaityYoungblood you're perfect. :),1
@TheBitBlock I am officially a patron now! I love your work and I'm looking forward to see all the extra content! :) http://t.co/UnaUkLbfRY,1
Hi beautiful follow me please? :) @iggyazalea @lanadelrey @megannicole @madisonellebeer @tiffanyalvord $9,1
@adnanCad Planted people are allowed to do any thing and every thing :p,1
@EloVzt @emericskyrock @SkyrockFM pardon ? :)))),1
@Moorgard I'm more for the drugs and alcohol Apexis Crystal Meth and Apexis Crystal Champagne while watching Apexis Crystal Palace FC :),1
@hwsoh thanks bro :D,1
"In the boat business maybe it's ""outboarding"" too;)) coming back from a spell, reboarding?:) firing=offboarding! #HR https://t.co/l2Mcd1bW3w",1
i'm going to sleep. i hope i wake up with a follow from luke hemmings someday :) goodnight fam ily and 5sos a lot 💟 http://t.co/YX0hTS3lXT,1
"The reason why I'm always, always overweight... sigeg habhab :( masud pa kaha kos akong un… http://t.co/RZ52EUtzMD http://t.co/Nvx057PFZp",-1
@Kimberly_171 my poor baby :(,-1
@LARRYNGTONDO fback? :),1
summer weather wua :-(((,-1
@BookendsBinEnds thank you for following too. I will certainly have a look :),1
I wish i got goodnight messages :(,-1
@jimmehy2 @WWESuperCardFAQ Who's jealous? This guy right here! :-(,-1
@chingyapp yeap :),1
@scottwindsor22 same :),1
@modern_combat I hope the hitmarker glitch is fixed soon :(,-1
@angel_mahiyaa @apki_jasmine @pagallarkee @sweet_heena ya dis sounds lyk a gud idea :),1
Fries please? :( @JustMeAla,-1
@mobiadage @GameDevRobot my #gamedev is a hobby :),1
@charmsham i can't able to view pics da.. :( wat pic is this?,-1
@ejay21falcon I'm a non-Filipina fan. :D #ejayster in the United States haha,1
@cuddlyyoongi my favorite account &lt;3 just too cute and aww :) thanks for making this account :) x,1
@TotallyWonwooed It was inside a closed container and im scared :( i can't even touch it :( and it looks hairy hahaha,-1
GUYS add my KIK - toneady46532 #kik #kikmeboys #wife #porno #snapdirty #premiostumundo #sheskindahot :( http://t.co/Swy2jBs8SC,-1
@jaimestein @nicolevanzanten @amberturnau woot!! Cool peeps :),1
#FollowFriday @MichelBauza @InvataOnline for being top supports in my community this week :),1
"@katyperry Mom, what are u doing in the hospital? You're okay? :(",-1
Taal lake I love.:) Philippines http://t.co/Efm3XPfjZF #retweet,1
@Alyssaa_O your bestfriend :))😌,1
@NabeehaEjazGeo Home is where we should feel secure and comfortable. :),1
"@neillcameron aw man, get better soon :(",-1
@desiboy34783 @ArianaTorGlam Bade fursat se usey banaya hai usey uppar waale ney. Afsos humse dur hai wo :(,-1
Please go check out my awesome friend's stream at http://t.co/uVBD0iDwDW ! He's a fantastic artist. :),1
"I'm not the best, not the most perfect, but I promise to love you with my whole heart. :)",1
jk im so bored :(( acads scheduled @ 8 what to do nowwww,-1
@GrevinJeanOM @TiiiTou76 Final Fantasy VII :),1
@flipkartsupport my order has been received at the hub nearest but doesn't look like it will be delivered today :( (1/2),-1
ph vips next week na :((((,-1
have a great weekend my friends :) http://t.co/wSiu4S6eiR,1
"Morning msgs :)
* love in the air * http://t.co/0OSByKav77",1
i miss netball :((,-1
"@aylinguvenkaya_ FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
@clarkkrm I'll be living with a vegetarian too so I'm sure she'll help me :),1
@londonbakes oh no :( hope everything is okay.,-1
@ayokejkt Visit my blog http://t.co/UzOAqroWKx thanks :D,1
@MotorsportCntrl @GP2_Official so true! This was part of a motorsport series (all on one disc) :(,-1
Looking for fun? SNAPCHAT - GooffeAnottere #snapchat #kiksex #snapme #lesbian #instagram #mpoints #mugshot :) http://t.co/p4IqffSWJp,1
@jackjonestv I was 121st in yesterday's Rt for a follow and dm. I got neither :(,-1
http://t.co/ziJiJYLDXT via @youtube...Reality is!! :(,-1
When ur skin thinks ur still 16 &amp; decides to break out :-) cool,1
"@Mehdi_Mustafa @Ali_SyedRaza 
ROFL not going to happen, rest assured :D",1
We've got the #FridayFeeling here in the VC Careers team today :) And we have a new #job to share too: http://t.co/0q92YpovkQ ^G,1
i feel you :(( https://t.co/jliVpKmFwG,-1
Some kpop female solos are ruined by those short male rappings :(,-1
@llMGWVll Thank you so much for the mention! You're Awesome!! :),1
@Thakurain_ Haha. Yes. I have 24 hrs. The time has come to touch the Kepler 452b. Chalna hai ?? :D,1
@WomenRAngels hungry!:-),1
@styles_meital aw :( can you make it on monday?,-1
@no1_razorstan then talk to me. I can help you :),1
Chinua Achebe To me being an intellectual doesnt mean knowing about intellectual issues it means taking pleasure in them. :-),1
"@JaydnNeal1 Aw bless you, this made me smile! I'm missing you too :(",-1
#TombRaider #hype thought you might like this @MelonieMac :D http://t.co/aXxprx1PRz,1
@lesholly20 @NorthEastHour you can Lesley :),1
babe why are you infront of the TV stooooop :((( @crreatura,-1
@Wichita1771 you awake? :p,1
"YAS. 
Thanks @cm_valladolid for these :) 😊 https://t.co/4rNoGpudcX",1
please follow me :( @JackJackJohnson,-1
I always get like 5 4-piece spicy nuggets :(,-1
My eyes are really bad today and I don't even have my glasses :(,-1
goodnight I love everyone but hate myself because in stupid :),1
@taylorswift13 @Caradelevingne @halstonsage @natandalex I CANT WAIT :),1
Last classes this morning before two week break! :-),1
@liamwaved Aww congrats! :),1
@JasonBradbury Nobody to go with :(,-1
"@Jana7380 on the cusp of testing the waters, hope yours is rewarding :)",1
hi baby @shfly3424 I love you :),1
I want a bad bitch but I aint got no money :(,-1
@jenxmish @wittykrushnic you are the only thing that i need :(,-1
@myeongwh0re thank you anshe :( idk i just can't bring myself to get it off my mind but thank you;;,-1
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/RB8pMNgMEo.,1
"""@TeamBaiLonaOFC: Rt to be in Bailona group chat , 

Mention  @imJANExoxo to be approve FANBASE :)""",1
@UKBusinessLunch Hi we will be joining you again today :),1
MY kik - abligaverins7 #kik #hornykik #photooftheday #kikchat #likeforlike #indiemusic #sexygirlbypreciouslemmy :( http://t.co/gNb5NvMtUC,-1
@ISupportTony You're obviously getting better at your tweets :-),1
"@AireyFlamsteed [ also .... I Kath'd you earlier, you never responded :( ]",-1
Last day on the beach :-(:-(:-(.... http://t.co/oqo9F7FQs9,-1
liceooooo :(,-1
Dad says he wanna eat Nando's for dinner tmr :(,-1
@PeakYourMind I hope your vacation is going great! :D,1
@BAP_Bangyongguk I don't feel good :(,-1
"we'll never be as young as we are now...
AS YOUNG AS WE ARE NOW :(((((",-1
@deefizzy :-( poor boy,-1
@KageYashsa Probably yes :p,1
the last concert I went to in this stadium tomorrow's show is in was justin :(,-1
@VaibhavVj78 @PayUmoney True that. Can you change TnC without prior notification? I could have used them last night. :-),1
@melcsy1 @IngridMolina19 @ssaenzzy @sugarstein_19 @XredeyezX HAPPY FRIDAY! :D,1
I want an iphone!!! So i could facetime people and take nice pictures cuz this samsung quality sucks  :p,1
@BritishSignBSL how very appropriate! :(,-1
I feel so rough :( My throat really hurts and my head keeps going really fuzzy and I feel like I'm going to pass out :'( xx,-1
Steven william umboh :( https://t.co/q4ue6MrFS9,-1
id do anything to go thorpe park tomorrow !!! :(,-1
I'm so sorry about my spam guys :( http://t.co/zpLPgKesOH,-1
:) my moods are so bipolar,1
"Morning everyone, have a lovely day and a fab weekend :-) x",1
tempted to eat this whole pack of oreos. need to find the strength not to do so. :(,-1
@MsDanneh @Obey_Ervin15 Tell her to screw herself. I'm gonna have a netflix and chill on my own. Y u do dis ervin :(,-1
"How you? ☺ ""@B_Indiie: @Tumeylo morning babe! :)""",1
"Happy Birthday Malik Umair 
Our BIG Celebrity of Canon GANG
Stay Blessed Bro :) http://t.co/D3gjT3xD8n",1
@5SOS_FAHUpdates thank you :) im glad to be a part of it!,1
@Biblioticaa I got delayed by guests. Sigh :(,-1
@Mars_Sum41 noooo :( goodbye fun driving,-1
2 plans for the day down the drain great :):,1
@pieterebersohn where are you watching the game? :(,-1
@Akon @Tyrese where's your album akon :(,-1
@abigailjacinthe hi ate :( i know she loves you so much but maybe she's having a hard time right now.,-1
Nickyyyyyyyyyyyyyyyy wtf did you do ¿ :(,-1
@shahrukh9899 @IamMansoorKhan Huh :( yes,-1
"have fun in Osaka, super junior!! :( it would be lovely to watch their comeback stage though",-1
"@readcreatelove Great to hear you had such a nice day, thanks for visiting :)",1
same here :D #AlDub #TheBestAngKapuso @KGFikawna @elmobenguan @chaigurl07 @Acruz_siscon @ChanoMagbuhos  https://t.co/0Y142sp2nG,1
"@ithloopwithcoco Thanks!   No worries, I'll navigate to your blog and check it out. :)",1
@rivverofhoney Omg no way?! not you guys aswell :-( btw cat litter isnt good for pregnancy make sure u dont go near,-1
"@melaniemorris Hi Melanie :-) We do in fact, they're really used in cases where normal WiFi could be an issue as you mentioned. You can ....",1
None of you were hiding behind my shower curtain again :(,-1
Morning all! :),1
lukkkee my birthday is in 3 days it would be an awesome birthday present to get your follow !!:) @Luke5SOS,1
"@ErnestMnisi @stuhlinho  Hello :), the original new mercedes hood badge http://t.co/EZp6TqdWor",1
"More I look at that, the more I rather fancy @tacobell right now.
:-)",1
@CameronNeil yeah true but I fucked up one of my signature dishes last night! Unfamiliar kitchen :(,-1
"@arsenalnewsasit :) Thanks, wishing you back also. #LazyWeekend",1
@Afl2277 thanks. :),1
@smiffy no :( I'm so sorry,-1
@theroiceorven  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
Freaking humidity!! I think I never get used to it even I'm 100% Japanese. :(,-1
@WordOfTheFree ago hogo vishaya all adu. BJP madatte anta vishwas ne illa. :(,-1
"@HelpRefugeesOZ No worries, fixed :)",1
"RIP TOM MOORE...... I LOVE READING HIS COMIC BOOKS....
ANOTHER GREAT ARTIST I WILL TRULY MISS  :( http://t.co/f5uVxTUcSE",-1
@Chickowits :( Be careful...namechecking them brings them like a dog whistle with or without the #,-1
@KalinWhite I like that game :),1
@IbnNabih1 that's all ok I know your busy :),1
how am i gonna watch eu lcs in 6 hours :( help i need more sleep,-1
@PUKENIHORAN awww kiligs TY :(,-1
Tbh me too but they now busy wth their concert schedule :( aisyhhh https://t.co/16pOubmvlX,-1
@alrightPET enjoy your holiday! :D,1
@kevinthewhippet @Cassie_Spaniel @Bracken_Nelson @BellisimoBella1 @SpanielHarry thanks :) zzz xx,1
"The truth is, if I could be with anyone, I would still choose you. &gt;:(",-1
The musical and human genius that is Stromae! :) @stromae @SylvieYonke https://t.co/LzBSWxsQO7 http://t.co/z2zZWgMOm2,1
"Hi @BridgeHouseThel , great to connect. We specialise in thermal imaging surveys – here if you need us :)",1
One word? :p https://t.co/pfxsm8w3eT,1
"@WeeklyChris 

Please tweet me something I'm sad :( you can cheer me up 
please..",-1
I still don't want Harriet to leave though :((((((,-1
I need hug :(,-1
"@gfcuppatea Just like our sister show just said to you. Morning and welcome. :-)
Have a good day",1
"@LampShopOnline Ha ha love it! Thank you, same to you :-) any exciting plans? #TGIF",1
"Well buds, guess I'm going to bed, goodnight guys, see you in the morning, or whatever I woke up :)",1
@iloveksoo we almost got to see his cute ankles but his socks :(,-1
@angelhairhes Please Fra i am hoping u can pick me :(,-1
thats my lord :) http://t.co/7O5XaValPN,1
Thank you @AngelMsvanityIV.... loved the cakes :) bear hug at the end,1
just know I know :-),1
@Woodgate @littlewok Enjoy :),1
I live near LA :) so basically he's saying he loves me :)  https://t.co/5bN0MJr7NO,1
When you feel like you're making the wrong decision :(,-1
T'would not be a TweetUp without you @coleman_21 You are  booked on @Sabrina_Boat rest assured. @MButlerColesHR We have you booked on too :),1
Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/OE2D7PDVx4.,1
@MeganWoodyy sod's law :( but think of the Christmas sales!!!!,-1
@SabrinaFlowers Yeah :( Idk i just never found the time to finish Inuyasha! I've seen a lot of anime and i grew up watching inuyasha which,-1
we lost at the album and broadcast :((((,-1
"@trcpqveen i love you, my lil baby :(",-1
@TheOnion @ChoKyungHoon82 not a single untruth here :(,-1
Although it's 3 am here when their panels start...I'm gonna miss everything...:-(,-1
"Titanfall Friday tonight followed by possible Xbox Saturday,then the ultimate Xbox Sunday!! Yay! :)",1
@elliegoulding just wanted 2 let u know that the music video for pwrfl didn't make sense but u having superpowers was hot :),1
duh emesh :p https://t.co/FtiAVocFll,1
I wish you cut your hair like this again :( http://t.co/Oyt8wMo7w9,-1
@leisuremarkltd @NoshandQuaff @aktarislam @keanebrands @HeritageSilver I am looking forward to visiting next week #letsgetmessy Jo :-),1
@bjoernknafla @s_whiteant that’s EXACTLY the look I’m going for :D,1
@kewlaf I feel u :(,-1
@Uber epic fail on the #UberIceCream page wont even load :-(,-1
@FairyFunFwee whaaat? what is this :((,-1
@justinbieber you don't follow me :(,-1
"I’d really like to handle Murielle Ahouré’s PR/Brand Image. She’s  missing too many opportunities
 :(",-1
"🍸╲──╱🍤╭╮╭╮┓┓╭╮╮┳╭🍸╲──╱🍤
🍤─╲╱─🍸┣╱╰╯┗┗╰╯╰┻╯🍤─╲╱─🍸@yolkarjoma Big Love and hugs for you Babe! :) http://t.co/TBiNpwy83k",1
"it's not okay now, but i will be okay :)",1
@Chabeezumba I miss the team na and coach and training :((((,-1
@bethisbest01 @styleswavy same same 😞 :(,-1
@selenagomez come online babe :(,-1
Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @NdumisoNkosi5,1
Have a blessed Friday everyone!:))),1
@DrishyamTheFilm @Team_AjayDevgn @ajaydevgn Not fair with us from Pb.contestants our dreams not comes true this time :(,-1
Good morning :)) — drinkt koffie,1
something wrong :(,-1
SUNGGYU FELL ON STAGE :(,-1
im so tired af but i need to ignore it bc of schoolworks :(((((,-1
"@mikecoulson48 @IanMountain06 @PaulHowsley @NYorksSocialist @grumpyboy @KrustyAllslopp 
:)
Cheers Mike",1
BIG thx @bikechainricci 4 the kind support @SHINEUKCharity @ShineBalloons. GOOD LUCK!! :-),1
Oh lovely lovelayyy! Thanks! It is ok about the kidney.. I don't want it anyway. :p https://t.co/ZbO0cjqhzG,1
My throat hurts so bad what do I do? :(,-1
wiellys Follback ya :),1
@yeymp3 :( I hope you have an easy day at work today ❤️,-1
"@KnowledgeMagIND 
Yes I'm in &lt;3
BTW good hash tag :D
#IfIMeetAnAlien",1
@AprilHV Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :),1
@OFCPangakoSayo So SWEET... Both of you are THE BEST. :),1
:) Have a great weekend guys! https://t.co/DLDKLpeTAb,1
"Good thing I got those free earrings, as I've somehow lost one of the tiny screw on ball things from one of my barbells :(",-1
"@keab42 I rang in sick yesterday, then told them I'd be back in today. I'm better this morning anyway, and I have a day off on Sunday. :)",1
@_ayeayecaptain  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
Happy Birthday @TobiWanDOTA ! Never forget. :) #pglcsgo https://t.co/qM8J919s8x,1
@CMPunk @MattJackson13  please please come back to wwe :( تكفى,-1
@MsKristinKreuk Hugs ang Kisses from the philippines :),1
"If you want to make someone happy, just compliment them or buy them something because you will also feel great too! :)",1
she takes over my room &amp; my car once I'm gone cool :) http://t.co/kQxSNy0xK2,1
and I have to be up for 7 :):):):),1
@dxniellacueto wat. Okaaay huhu :(( sayanggggggggg did you find yah phone?,-1
@angelhairhes Im always on but you never ever notice me :(,-1
@lostboxuk Very sad! :(,-1
ohh that sucks :((( hands you all my jackets!! it's way too warm here and it's making me sleepy 24/7,-1
@SeniorSpazz @TehSmileys I was bored so I did EVERYTHING :D,1
wanna go to singapore :(,-1
I THINK THIS IS FROM THEIR FIFTH ALBUM IM :) OKAY :) FUCK :) https://t.co/qzT5Zsm8RE,1
Good morning! : ) http://t.co/mz5RDS96U9,1
"@chingyapp hmmm, i think night better :)",1
Let's enjoy this day! :),1
@nicefurby my dad said no sorry :(,-1
@eskie_pond Glad you like it :),1
So apparently it's no shower friday at the subway and no one was kind enough to tell me. Not cool guys! :(,-1
@Valerie_VW But when i do gigs that include them..i have to tag them :(,-1
You know.. I'm doing alright :),1
i feel so bad because i fell asleep like right before it turned midnight and wasn't able to tell willlow hbd :(,-1
"NeoBytes :) Universal Pictures seeds pirated movie copy, files takedown notice against itself http://t.co/4ESrPPRXCA",1
Movie 'Key of Life' (Japanese Version) https://t.co/ib4kfpbBu8 interesting storyline! :),1
Nextweek :) @zfzar,1
"@storpey don't die, you're actually pretty entertaining :p",1
@MoominCapote Yayy! Good work - can't wait to have you on campus! :),1
I want to go to Disneyland so badly :-(,-1
Hey @thebeautyjo r u a camera? cuz everytime I look @ u I smile :) #liveonstreamate http://t.co/gHeHG8X8ij,1
These are the people who make me smile. :) @_pumpchkin_ @aka_pump @LilfrenchMsp @_Lishielou908_ http://t.co/iDdtACkA4K,1
@sshinhyex see you never ya :))),1
okay she doesnt want to talk to me then I will stop :(,-1
Only one more day :(,-1
Iyalaya to anybody that would laugh at me today. I'd just have to wear my shades round the clock.:(,-1
I rlyyyy wanna get my septum pierced but my mum won't let me :(,-1
@AfraidN0T then it might be hard to get into Final Fantasy then cause the newer ones are pish in comparison :( get the remastered 10 for ps4,-1
Add my KIK - theoper479 #kik #kikgirl #snapchat #hot #pussy #premiostumundo #kikkomansabor :) http://t.co/PwGCXr3bhD,1
@nim_nams Hey hun! Unfortunately we would really have needed a model for a cut :( Thanks so much though! &lt;3 xxx,-1
My nose and forehead are peeling :(,-1
@rvirenee_ gua cans dong :(,-1
"Its 2:30 in the morning
#SleepDeprived
#TiredAsHell
#Looking4ASpot
Even #Kinara's Closed.. :(
We then Chill at #Awami http://t.co/T47BRjzsz5",-1
I miss senior year. :(,-1
#ClimateChange #CC Idaho will not restrict fishing despite regional drought-linked die-of... http://t.co/jJboDo6LYZ #UniteBlue #Tcot :-(,-1
@SlyCat @sjcanadensi someone mention Usagi? Loooooove him!! :D,1
"#BrijResidency is a G+6 stories structure with 156 units which encompasses 2 and 3 BHK Flats :D
+91 975-580-4444 http://t.co/j1lbGIg4Ll",1
i hope nate notice my edit since i made it my icon &gt;.&lt; :),1
@chantalYM_ I went in to see them and apparently used about 6Gb extra of data :(,-1
@dv891798 Learning a new skill takes time to perfect &amp; master. https://t.co/u9YXV5HPjO - Thanks for the favourite :),1
@surfboyliam fback? :),1
@LionsgateUK Finnick's part in the final book is :-( is the movie going to be sad too #AskFinnick,-1
Morning all...Judith here to answer any District Council related questions today :-),1
Fuuuuuck :(,-1
@VGO__ Oh no :( Do't think that. Do you have a parcel coming from Yodel now? If so hit follow &amp; DM over your tracking num. Chelsea,-1
Our lovely intern @NicolaPantelli is leaving us today :( but look at all these yummy treats she brought us! #yumyum http://t.co/zR2iuOYO5H,-1
LOVELY DAAAY! :D,1
@_kairoline i asked @dll_fshoppe if she can open :),1
"♛♛♛
》》》》 
I LOVE YOU SO MUCH.
I BELİEVE THAT HE WİLL FOLLOW.
PLEASE FOLLOW ME PLEASE JUSTİN @justinbieber :( x15.350
》》》》ＳＥＥ ＭＥ
♛♛♛",-1
@1Erre I'll take the infection :),1
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x4",1
@AchterHorkrux nein. :(,-1
No Friday night live @NRL on @GEMChannel in Sth Aus. So purchased a digital pass. Still have to wait to see @brisbanebroncos on delay :-(,-1
#ZaynIsComingBackOnJuly26 this is not funny :(((((,-1
@SocialRMadrid it's actually gonna start at 1 pm for me so :)))),1
Can I just call into work :(,-1
the internet is being a total bitch : (,-1
@KEEMSTARx yo dude. Fancy helping a fan out? I wanna grow a yt channel but can't purchase an Elgato :(,-1
BABY BOY :((((,-1
FNAF 4 dropped...looks like no sleep 4 me : ))))),1
@pastelwolfxx @CHA_NNNNN niNASTY tsktsk oppa wont like u call his dick kawaii he is manly &gt;:( http://t.co/83cUgt7qQ3,-1
@lamekyungsoo aw thank you so much! We should talk more :),1
i wish i could go shopping but my whole weekend is taken up :(( it's annoying,-1
@MartinaSancehz Jouch. Por que? :(,-1
danny :( @TheScript_Danny,-1
@tillyyandtroye you're welcome :),1
@CjayBlanco  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :),1
Snapchat me : LynetteLowe #snapchat #kikmenow #snapme #hot #snapchat #amazon #kikmeguys :) http://t.co/kd54m2IAm6,1
@cynthiariojas_ :( I did that once and I got grounded BC they think if I do that I sneak people in,-1
"@Camy19994 FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
@prophdog_ @attepate hes such a nice person idk why anybody would say that to him :(,-1
"Good Morning IGers :)
#leicaq #leica #goodmorning http://t.co/jDGtfb3VVE http://t.co/6YqR8Rz9U0",1
wtf stereo kicks :(,-1
There's a certain group in our fandom na mahilig mam-bully :( bakit?,-1
Still mad at my knee :(,-1
:( Ami Ekta Kharap Manush..!! :( — thinking about old memories at Crazy Mart http://t.co/wsbhHUK9bQ,-1
@danagold721 @PalladiumGravur @clementine_ford Yes youre right..and its sad that so many intolerant scared xenophobes are out there :-(,-1
@xemig sounds still like a good idea :),1
Everyone is happy bc they have amazing friends bc of 1D then here i am still waiting for my internet bestfriends  :(,-1
"This is so beautiful :) via disney.arts by the talented elmoprinssi  :)
_ 

Don't forget to… https://t.co/UwsFDaeyzB",1
"@palmirabieber FOLLOWED ME THANKS, AND
@justinbieber PLEASE FOLLOWED ME TOO :(",-1
their reactions :(((((,-1
Hi @efekistik If you can DM your details I can pass them on to our Alumni team &amp; get you in touch with our MBA representatives :-),1
87000 jobee delivery pls :(,-1
@amyponce0830 I did :-(,-1
When ur crazy af so you do this but it hurts so much bc u know that this shit aint real and its just edited :( http://t.co/ajZLTdCzI7,-1
Georgia and Saffron are amazing and queens and I am just a poor peasant  :( wish i could be more like them...,-1
Moviee Buddyyyy :(,-1
@BlatBlatKLANG ummmm ok?  this is a new development :(,-1
@threecheeese @Jutalkingtomeh I can't tomorrow. Naw :(( just eat my share. Huhu,-1
"@grim_tenmiles Finally got to ply my copy at ICON, so happy about that. And yes, I LOVE Alchemists :D @SilentiSonas @nxtrms",1
@GeoffCrowther1 @Goldenorfephoto just about send an all persons bulletin.. well.. tweet. Folk on here are fantastic!  :),1
Twitter Help Center | Why can&amp;#39;t I follow people? https://t.co/LeL2yOp3Iq via @support i really really sorry about following evry one :(,-1
#Showbox the only thing that works is that naruto cartoon lets keep fingers crossed this isnt the end for our favourite work companion :(,-1
